Site,year,month,Tmax,Tmin,AFdays,Precip
Oxford,1979,5,15.2,6.8,2,124.8
Oxford,1979,6,19.0,10.7,0,43.6
Oxford,1979,7,22.5,13.0,0,16.6
Oxford,1979,8,20.3,11.7,0,60.8
Oxford,1979,9,18.6,9.6,0,17.0
Oxford,1979,10,15.5,8.0,0,59.8
Oxford,1979,11,10.5,3.9,4,39.4
Oxford,1979,12,8.9,3.8,3,127.7
Oxford,1980,1,5.3,-0.3,15,36.7
Oxford,1980,2,9.5,3.2,5,39.8
Oxford,1980,3,8.5,2.3,7,69.8
Oxford,1980,4,13.7,4.9,0,14.1
Oxford,1980,5,16.6,6.3,1,35.5
Oxford,1980,6,19.0,10.7,0,89.4
Oxford,1980,7,19.7,11.2,0,59.5
Oxford,1980,8,21.2,12.8,0,63.6
Oxford,1980,9,19.2,12.2,0,65.6
Oxford,1980,10,13.0,6.0,0,84.9
Oxford,1980,11,9.1,4.4,3,42.5
Oxford,1980,12,8.5,2.9,7,32.9
Oxford,1981,1,7.3,2.4,8,39.2
Oxford,1981,2,6.2,0.2,15,20.9
Oxford,1981,3,11.1,6.4,0,129.7
Oxford,1981,4,12.0,4.4,2,43.9
Oxford,1981,5,15.7,8.2,0,87.7
Oxford,1981,6,18.1,10.4,0,26.1
Oxford,1981,7,21.3,12.3,0,34.0
Oxford,1981,8,22.2,12.7,0,38.8
Oxford,1981,9,19.8,11.0,0,92.5
Oxford,1981,10,12.3,5.7,1,64.7
Oxford,1981,11,10.8,4.9,2,31.4
Oxford,1981,12,3.6,-2.0,18,74.0
Oxford,1982,1,5.5,-0.1,13,57.2
Oxford,1982,2,7.9,2.7,5,32.0
Oxford,1982,3,10.3,2.9,2,96.2
Oxford,1982,4,13.8,4.9,0,27.4
Oxford,1982,5,17.5,7.2,1,35.9
Oxford,1982,6,21.3,12.7,0,69.4
Oxford,1982,7,22.0,12.8,0,23.5
Oxford,1982,8,21.2,12.9,0,37.9
Oxford,1982,9,20.1,10.6,0,51.9
Oxford,1982,10,13.6,7.8,0,83.4
Oxford,1982,11,10.8,6.1,4,77.3
Oxford,1982,12,7.7,1.9,9,62.4
Oxford,1983,1,9.8,4.7,2,45.7
Oxford,1983,2,4.8,-0.7,17,23.8
Oxford,1983,3,10.3,3.3,4,42.5
Oxford,1983,4,11.8,3.7,2,89.5
Oxford,1983,5,14.8,7.8,0,106.3
Oxford,1983,6,19.6,11.0,0,19.4
Oxford,1983,7,26.8,15.4,0,21.7
Oxford,1983,8,23.5,13.3,0,24.0
Oxford,1983,9,18.0,11.1,0,59.4
Oxford,1983,10,14.3,7.7,1,53.0
Oxford,1983,11,10.4,5.2,6,42.6
Oxford,1983,12,8.7,3.2,8,49.8
Oxford,1984,1,7.5,1.5,7,81.5
Oxford,1984,2,6.4,1.0,7,35.4
Oxford,1984,3,8.2,2.4,1,50.3
Oxford,1984,4,13.9,3.4,5,1.6
Oxford,1984,5,14.5,6.0,0,72.0
Oxford,1984,6,20.8,10.8,0,30.0
Oxford,1984,7,23.9,12.2,0,13.6
Oxford,1984,8,23.6,13.6,0,32.7
Oxford,1984,9,17.9,11.2,0,91.1
Oxford,1984,10,15.0,8.6,1,54.4
Oxford,1984,11,11.3,6.0,0,101.6
Oxford,1984,12,8.3,2.7,8,44.5
Oxford,1985,1,3.9,-1.9,22,44.4
Oxford,1985,2,5.5,-0.8,15,34.7
Oxford,1985,3,8.9,1.4,10,36.7
Oxford,1985,4,13.1,5.1,3,32.7
Oxford,1985,5,15.7,7.3,0,80.5
Oxford,1985,6,17.5,9.0,0,122.5
Oxford,1985,7,21.6,12.7,0,45.8
Oxford,1985,8,19.0,12.1,0,67.0
Oxford,1985,9,19.4,11.2,0,19.4
Oxford,1985,10,14.5,7.9,0,29.1
Oxford,1985,11,7.4,1.7,10,41.1
Oxford,1985,12,9.4,5.1,5,108.1
Oxford,1986,1,6.7,1.1,9,67.3
Oxford,1986,2,1.0,-4.1,24,7.3
Oxford,1986,3,9.2,2.1,4,58.0
Oxford,1986,4,10.2,3.1,2,70.4
Oxford,1986,5,15.7,8.0,0,70.7
Oxford,1986,6,20.6,10.5,0,22.3
Oxford,1986,7,21.5,12.8,0,37.1
Oxford,1986,8,18.4,11.0,0,114.3
Oxford,1986,9,16.6,7.5,0,39.0
Oxford,1986,10,15.3,7.8,0,75.1
Oxford,1986,11,11.4,5.4,0,78.4
Oxford,1986,12,9.2,3.8,1,64.2
Oxford,1987,1,3.0,-1.4,20,9.9
Oxford,1987,2,7.1,1.0,13,34.0
Oxford,1987,3,8.2,1.5,13,53.9
Oxford,1987,4,15.2,6.6,0,51.4
Oxford,1987,5,15.2,6.5,0,48.7
Oxford,1987,6,17.8,10.4,0,86.0
Oxford,1987,7,21.2,12.7,0,29.3
Oxford,1987,8,21.0,12.5,0,34.0
Oxford,1987,9,18.6,10.9,0,25.4
Oxford,1987,10,14.0,6.7,1,138.8
Oxford,1987,11,9.0,4.3,2,58.2
Oxford,1987,12,8.0,3.7,7,26.0
Oxford,1988,1,8.1,3.3,4,100.0
Oxford,1988,2,8.1,2.3,5,33.8
Oxford,1988,3,10.2,3.8,4,59.1
Oxford,1988,4,12.6,4.6,3,30.2
Oxford,1988,5,17.1,7.8,0,32.0
Oxford,1988,6,18.7,10.3,0,59.6
Oxford,1988,7,18.9,11.6,0,96.5
Oxford,1988,8,20.4,11.9,0,38.8
Oxford,1988,9,17.9,10.4,0,39.6
Oxford,1988,10,14.5,8.0,2,38.6
Oxford,1988,11,9.1,1.6,15,29.5
Oxford,1988,12,10.1,5.4,0,13.4
Oxford,1989,1,9.1,3.6,5,33.4
Oxford,1989,2,9.9,3.0,4,55.1
Oxford,1989,3,12.0,4.6,1,47.0
Oxford,1989,4,11.0,3.6,1,63.8
Oxford,1989,5,19.7,8.6,0,29.2
Oxford,1989,6,20.8,10.5,0,45.9
Oxford,1989,7,24.9,14.0,0,29.4
Oxford,1989,8,23.4,12.4,0,43.3
Oxford,1989,9,19.9,11.9,0,23.8
Oxford,1989,10,15.9,8.9,0,53.9
Oxford,1989,11,9.8,3.2,7,32.5
Oxford,1989,12,8.2,3.3,4,141.5
Oxford,1990,1,10.0,4.5,1,75.0
Oxford,1990,2,11.3,5.3,0,94.2
Oxford,1990,3,12.7,5.0,2,18.4
Oxford,1990,4,13.7,3.3,5,20.4
Oxford,1990,5,19.2,7.8,0,8.7
Oxford,1990,6,18.2,10.7,0,48.8
Oxford,1990,7,23.8,12.2,0,17.7
Oxford,1990,8,24.7,14.0,0,26.5
Oxford,1990,9,18.7,9.4,0,41.1
Oxford,1990,10,15.8,9.3,0,45.9
Oxford,1990,11,9.8,4.3,1,20.0
Oxford,1990,12,6.9,1.7,10,56.3
Oxford,1991,1,6.4,1.2,8,60.9
Oxford,1991,2,4.7,-1.6,18,20.5
Oxford,1991,3,11.5,5.1,2,46.1
Oxford,1991,4,12.2,4.6,1,56.3
Oxford,1991,5,15.3,7.4,0,8.6
Oxford,1991,6,16.8,9.0,0,74.8
Oxford,1991,7,22.2,13.7,0,92.8
Oxford,1991,8,23.2,13.3,0,11.6
Oxford,1991,9,20.2,10.6,0,42.9
Oxford,1991,10,13.4,7.3,0,34.2
Oxford,1991,11,9.9,4.5,2,62.2
Oxford,1991,12,7.0,1.6,11,15.9
Oxford,1992,1,5.9,1.5,12,30.4
Oxford,1992,2,8.9,2.1,8,22.0
Oxford,1992,3,11.0,4.8,1,47.7
Oxford,1992,4,13.2,5.6,2,57.7
Oxford,1992,5,19.7,9.1,0,62.2
Oxford,1992,6,21.4,11.7,0,43.4
Oxford,1992,7,21.1,13.5,0,70.1
Oxford,1992,8,20.3,12.8,0,108.9
Oxford,1992,9,17.6,10.8,0,106.9
Oxford,1992,10,11.2,5.2,2,75.7
Oxford,1992,11,10.9,4.7,0,119.9
Oxford,1992,12,6.4,1.3,11,50.7
Oxford,1993,1,9.6,3.5,5,82.4
Oxford,1993,2,7.1,2.4,4,7.1
Oxford,1993,3,11.0,3.9,3,32.7
Oxford,1993,4,13.2,6.6,0,69.2
Oxford,1993,5,16.6,8.0,0,56.6
Oxford,1993,6,20.7,11.5,0,40.1
Oxford,1993,7,20.8,12.3,0,51.3
Oxford,1993,8,20.5,11.1,0,26.7
Oxford,1993,9,16.7,9.3,0,96.1
Oxford,1993,10,11.9,6.0,3,112.4
Oxford,1993,11,8.0,2.6,8,51.0
Oxford,1993,12,8.7,3.4,4,98.0
Oxford,1994,1,8.5,3.3,2,82.2
Oxford,1994,2,6.7,1.3,8,62.4
Oxford,1994,3,11.7,5.3,0,41.9
Oxford,1994,4,12.5,5.1,0,52.0
Oxford,1994,5,15.3,7.6,0,84.5
Oxford,1994,6,20.6,11.0,0,13.5
Oxford,1994,7,24.8,13.8,0,54.2
Oxford,1994,8,21.1,13.0,0,52.5
Oxford,1994,9,16.6,10.4,0,62.6
Oxford,1994,10,14.1,6.9,0,67.4
Oxford,1994,11,12.7,8.4,0,55.7
Oxford,1994,12,9.6,3.9,5,74.6
Oxford,1995,1,8.5,2.2,7,116.3
Oxford,1995,2,10.4,4.4,1,66.0
Oxford,1995,3,10.5,2.0,6,49.3
Oxford,1995,4,14.3,5.4,3,18.9
Oxford,1995,5,17.8,7.8,0,54.1
Oxford,1995,6,20.0,10.4,0,6.6
Oxford,1995,7,25.1,13.9,0,37.8
Oxford,1995,8,26.4,13.9,0,4.4
Oxford,1995,9,18.3,10.3,0,98.8
Oxford,1995,10,17.3,10.3,0,33.2
Oxford,1995,11,11.3,5.2,5,98.2
Oxford,1995,12,4.6,0.2,15,99.8
Oxford,1996,1,6.6,3.1,7,35.5
Oxford,1996,2,6.2,-0.1,17,60.8
Oxford,1996,3,8.4,1.8,9,27.1
Oxford,1996,4,13.8,4.8,5,49.3
Oxford,1996,5,14.1,5.6,1,35.7
Oxford,1996,6,21.2,10.2,0,23.7
Oxford,1996,7,23.3,12.7,0,25.5
Oxford,1996,8,22.4,12.5,0,53.1
Oxford,1996,9,18.4,10.3,0,16.1
Oxford,1996,10,15.8,8.6,0,33.0
Oxford,1996,11,9.6,2.9,10,81.6
Oxford,1996,12,5.5,0.9,13,16.2
Oxford,1997,1,5.1,-0.2,16,11.9
Oxford,1997,2,10.4,4.2,3,76.5
Oxford,1997,3,13.3,5.5,0,7.2
Oxford,1997,4,14.5,4.9,2,17.5
Oxford,1997,5,17.4,7.4,1,61.2
Oxford,1997,6,18.9,11.3,0,66.7
Oxford,1997,7,22.8,12.9,0,25.4
Oxford,1997,8,24.9,15.7,0,104.2
Oxford,1997,9,19.7,10.7,0,18.5
Oxford,1997,10,14.9,6.6,6,57.2
Oxford,1997,11,11.7,6.1,1,94.6
Oxford,1997,12,9.0,3.6,6,58.7
Oxford,1998,1,8.3,2.9,9,60.0
Oxford,1998,2,11.5,4.1,4,8.7
Oxford,1998,3,11.8,5.4,1,57.4
Oxford,1998,4,11.9,5.1,1,107.7
Oxford,1998,5,18.7,9.1,0,20.9
Oxford,1998,6,19.1,11.5,0,75.9
Oxford,1998,7,21.0,12.4,0,29.5
Oxford,1998,8,22.4,11.9,0,26.8
Oxford,1998,9,19.6,11.8,0,119.4
Oxford,1998,10,14.4,8.2,0,116.4
Oxford,1998,11,9.3,2.2,7,69.9
Oxford,1998,12,9.4,3.2,8,72.7
Oxford,1999,1,9.0,3.4,4,91.9
Oxford,1999,2,8.6,2.9,5,32.9
Oxford,1999,3,11.6,4.8,1,28.8
Oxford,1999,4,14.3,6.1,2,57.6
Oxford,1999,5,18.2,9.7,0,50.9
Oxford,1999,6,19.7,10.1,0,65.3
Oxford,1999,7,24.2,13.3,0,7.2
Oxford,1999,8,21.6,12.9,0,98.3
Oxford,1999,9,20.8,12.4,0,102.1
Oxford,1999,10,15.1,7.1,0,70.8
Oxford,1999,11,10.8,5.3,0,41.1
Oxford,1999,12,8.3,1.7,9,89.8
Oxford,2000,1,8.1,2.0,9,19.8
Oxford,2000,2,10.2,3.8,3,78.3
Oxford,2000,3,11.7,4.2,2,11.9
Oxford,2000,4,12.4,4.8,2,137.2
Oxford,2000,5,17.2,8.6,0,67.7
Oxford,2000,6,20.5,12.2,0,19.4
Oxford,2000,7,20.8,12.3,0,28.5
Oxford,2000,8,22.7,13.3,0,58.3
Oxford,2000,9,19.2,12.1,0,87.2
Oxford,2000,10,14.3,8.2,0,119.5
Oxford,2000,11,10.6,4.8,0,99.1
Oxford,2000,12,8.6,4.2,7,99.8
Oxford,2001,1,6.4,1.2,13,57.4
Oxford,2001,2,8.8,2.0,10,68.6
Oxford,2001,3,9.0,3.1,5,75.1
Oxford,2001,4,12.9,4.8,0,72.7
Oxford,2001,5,18.5,7.9,0,35.5
Oxford,2001,6,20.7,10.6,0,23.1
Oxford,2001,7,23.4,13.4,0,57.2
Oxford,2001,8,22.7,12.9,0,92.0
Oxford,2001,9,17.9,10.5,0,35.0
Oxford,2001,10,17.0,11.1,0,92.4
Oxford,2001,11,11.2,3.9,5,38.5
Oxford,2001,12,6.8,0.2,17,29.5
Oxford,2002,1,9.2,3.4,5,57.4
Oxford,2002,2,11.1,4.4,3,70.9
Oxford,2002,3,12.4,4.6,3,33.0
Oxford,2002,4,15.2,5.2,0,43.0
Oxford,2002,5,16.8,8.4,0,58.3
Oxford,2002,6,20.0,10.3,0,42.4
Oxford,2002,7,22.1,12.0,0,89.6
Oxford,2002,8,22.8,12.9,0,53.2
Oxford,2002,9,19.7,10.0,0,24.8
Oxford,2002,10,14.8,7.1,1,109.4
Oxford,2002,11,11.8,6.4,0,133.4
Oxford,2002,12,8.9,4.1,4,98.1
Oxford,2003,1,7.6,1.8,11,81.4
Oxford,2003,2,8.4,0.6,15,17.3
Oxford,2003,3,13.3,2.7,8,25.2
Oxford,2003,4,15.3,4.6,5,36.8
Oxford,2003,5,17.5,8.1,0,48.1
Oxford,2003,6,22.4,11.8,0,55.5
Oxford,2003,7,23.7,13.4,0,53.8
Oxford,2003,8,25.5,13.5,0,3.0
Oxford,2003,9,21.3,8.1,0,17.4
Oxford,2003,10,14.0,3.9,5,31.7
Oxford,2003,11,12.0,5.7,1,89.6
Oxford,2003,12,8.7,1.8,10,70.7
Oxford,2004,1,8.8,2.7,9,66.1
Oxford,2004,2,8.7,2.9,11,25.5
Oxford,2004,3,10.9,3.4,2,51.8
Oxford,2004,4,14.7,6.2,0,68.8
Oxford,2004,5,18.0,8.6,0,41.1
Oxford,2004,6,21.8,12.0,0,23.8
Oxford,2004,7,22.0,12.2,0,83.1
Oxford,2004,8,23.4,14.2,0,135.0
Oxford,2004,9,20.1,11.7,0,28.9
Oxford,2004,10,14.7,8.6,0,131.4
Oxford,2004,11,10.9,5.8,1,34.2
Oxford,2004,12,8.6,2.8,6,37.7
Oxford,2005,1,9.4,3.8,2,18.2
Oxford,2005,2,7.3,2.1,10,20.0
Oxford,2005,3,11.2,4.7,6,44.5
Oxford,2005,4,14.3,5.7,1,50.2
Oxford,2005,5,17.2,7.6,0,31.5
Oxford,2005,6,21.6,12.0,0,93.4
Oxford,2005,7,22.3,13.4,0,34.9
Oxford,2005,8,23.1,12.2,0,31.3
Oxford,2005,9,20.9,11.9,0,38.5
Oxford,2005,10,17.1,10.9,0,53.4
Oxford,2005,11,9.9,3.1,11,38.6
Oxford,2005,12,7.7,1.8,11,50.2
Oxford,2006,1,7.2,2.2,8,16.6
Oxford,2006,2,6.6,0.8,12,33.0
Oxford,2006,3,9.2,2.0,10,59.3
Oxford,2006,4,13.9,5.4,2,36.3
Oxford,2006,5,17.6,9.0,0,104.7
Oxford,2006,6,23.1,11.7,0,5.3
Oxford,2006,7,27.1,14.9,0,87.3
Oxford,2006,8,21.8,13.1,0,58.7
Oxford,2006,9,22.1,13.5,0,90.8
Oxford,2006,10,17.2,10.6,0,118.0
Oxford,2006,11,12.1,5.1,4,86.4
Oxford,2006,12,9.4,4.3,6,68.7
Oxford,2007,1,10.4,4.8,4,73.3
Oxford,2007,2,9.7,3.7,7,81.0
Oxford,2007,3,12.0,3.7,2,36.9
Oxford,2007,4,17.8,5.6,0,1.8
Oxford,2007,5,17.5,7.1,0,135.2
Oxford,2007,6,20.5,11.3,0,78.8
Oxford,2007,7,20.6,12.2,0,105.5
Oxford,2007,8,21.7,12.0,0,38.2
Oxford,2007,9,19.2,10.3,0,17.7
Oxford,2007,10,15.1,7.9,0,68.9
Oxford,2007,11,11.3,4.3,4,56.0
Oxford,2007,12,8.3,2.4,11,60.6
Oxford,2008,1,10.3,4.7,0,81.6
Oxford,2008,2,10.5,1.7,11,16.9
Oxford,2008,3,10.6,3.5,2,90.3
Oxford,2008,4,13.1,4.7,3,46.9
Oxford,2008,5,18.7,9.5,0,106.6
Oxford,2008,6,20.1,11.1,0,67.3
Oxford,2008,7,22.0,12.8,0,90.0
Oxford,2008,8,20.8,13.9,0,77.0
Oxford,2008,9,17.8,10.2,0,73.5
Oxford,2008,10,14.6,5.7,1,39.3
Oxford,2008,11,10.1,4.8,3,94.2
Oxford,2008,12,6.9,1.3,11,37.3
Oxford,2009,1,6.3,0.2,16,47.8
Oxford,2009,2,7.9,2.0,10,54.5
Oxford,2009,3,12.4,3.2,3,20.2
Oxford,2009,4,15.6,6.1,0,36.0
Oxford,2009,5,18.2,8.3,0,44.8
Oxford,2009,6,22.0,10.7,0,49.3
Oxford,2009,7,22.4,13.1,0,72.8
Oxford,2009,8,22.7,13.3,0,46.6
Oxford,2009,9,20.2,10.6,0,9.0
Oxford,2009,10,16.2,8.4,0,44.4
Oxford,2009,11,12.5,7.0,0,105.2
Oxford,2009,12,6.8,0.8,12,89.9
Oxford,2010,1,4.7,-1.0,17,56.4
Oxford,2010,2,7.1,1.3,7,79.8
Oxford,2010,3,11.3,3.2,8,47.6
Oxford,2010,4,15.8,4.9,0,25.5
Oxford,2010,5,17.6,7.3,0,28.6
Oxford,2010,6,23.0,11.1,0,34.5
Oxford,2010,7,23.9,14.2,0,17.9
Oxford,2010,8,21.4,12.1,0,146.2
Oxford,2010,9,18.8,10.3,0,52.5
Oxford,2010,10,14.5,7.4,2,43.4
Oxford,2010,11,8.2,2.9,10,38.6
Oxford,2010,12,2.7,-2.2,25,32.7
Oxford,2011,1,7,1.9,12,58.8
Oxford,2011,2,10.4,4.4,1,49.3
Oxford,2011,3,12.4,3.2,5,9.3
Oxford,2011,4.0,19.4,7.3,0.0,0.5
Oxford,2011,5,19,8,0,42.5
Oxford,2011,6,19.3,10.2,0,54.1
Oxford,2011,7,21.4,10.2,0,43.1
Oxford,2011,8,20.7,11.4,0,65.6
Oxford,2011,9,20.7,10.7,0,31.8
Oxford,2011,10,17.2,9.5,0,26.3
Oxford,2011,11,13.5,6.3,1,28.4
Oxford,2011,12,9.3,3.1,4,71.2
Oxford,2012,1,9.8,3.6,6,34.6
Oxford,2012,2,7.3,1.2,12,21.3
Oxford,2012,3,14,3.6,2,24.3
Oxford,2012,4,12.6,4.6,2,143
Oxford,2012,5,17.7,9.7,0,55.5
Oxford,2012,6,18.9,11.6,0,151.7
Oxford,2012,7,20.5,12.6,0,100
Oxford,2012,8,21.8,13.7,0,85.8
Oxford,2012,9,18.4,9.2,0,57.6
Oxford,2012,10,13.4,7.1,0,124.2
Oxford,2012,11,10.1,4.2,1,83.3
Oxford,2012,12,8.6,2.6,9,103.3
Oxford,2013,1,6.4,1.9,14,58.5
Oxford,2013,2,6.2,0.9,5,47.4
Oxford,2013,3,6.3,0.2,16,76.6
Oxford,2013,4,12.9,3.9,6,24.8
Oxford,2013,5,15.9,6.7,0,66.2
Oxford,2013,6,19.3,10.2,0,17.3
Oxford,2013,7,25.5,13.9,0,45.7
Oxford,2013,8,23.1,13.1,0,19.3
Oxford,2013,9,19,9.9,0,40.6
Oxford,2013,10,16.3,9.9,0,86.5
Oxford,2013,11,9.9,3.8,2,55.2
Oxford,2013,12,10,3.6,0,97.7
Oxford,2014,1,9.3,3.5,3,146.9
Oxford,2014,2,9.7,4.2,0,90.1
Oxford,2014,3,12.8,3.5,2,39.2
Oxford,2014,4,15,6.4,0,50.2
Oxford,2014,5,17.1,8.9,0,90.3
Oxford,2014,6,21.5,11.8,0,36.9
Oxford,2014,7,24.9,13.5,0,45.5
Oxford,2014,8,20.8,11.7,0,85.6
Oxford,2014,9,21.1,11.4,0,4.1
Oxford,2014,10,16.8,9.9,0,65.6
Oxford,2014,11,11.5,5.7,2,98.6
Oxford,2014,12,8.7,2.4,9,44
Oxford,2015,1,8.4,1.6,10,53.6
Oxford,2015,2,7.5,1,10,46.2
Oxford,2015,3,11.4,3.3,1,25.6
Oxford,2015,4,15.9,4.5,0,22.5
Oxford,2015,5,16.8,7.7,0,55.6
Oxford,2015,6,21.1,10.2,0,28.9
Oxford,2015,7,22.6,12.5,0,47.8
Oxford,2015,8,21.3,13,0,57.2
Oxford,2015,9,18.4,8.9,0,36.8
Oxford,2015,10,15.1,7.9,0,45
Oxford,2015,11,13.1,7.3,2,65.3
Oxford,2015,12,13.4,8.3,0,62.9
Oxford,2016,1,9.4,3,5,83.9
Oxford,2016,2,9.1,2.7,6,47.6
Oxford,2016,3,10.2,2.2,4,74.2
Oxford,2016,4,12.9,4,1,53.1
Oxford,2016,5,18.4,8.7,0,86.1
Oxford,2016,6,20,11.9,0,95.7
Oxford,2016,7,23.3,13.8,0,3.4
Oxford,2016,8,23.5,13.6,0,41.2
Oxford,2016,9,20.9,13,0,44.6
Oxford,2016,10,15.1,7.3,0,26.5
Oxford,2016,11,9.4,3.3,3,76.1
Oxford,2016,12,9.6,3,10,25.8
Oxford,2017,1,7.3,0.8,16,62.8
Oxford,2017,2,9.5,4,1,42.8
Oxford,2017,3,13.7,5.8,0,43.1
Oxford,2017,4,15.1,4.7,0,5.4
Oxford,2017,5,19,9.4,0,63.6
Oxford,2017,6,22.7,12.9,0,29.7
Oxford,2017,7,23.3,13.9,0,62.3
Oxford,2017,8,21.4,12.6,0,62.8
Oxford,2017,9,18.5,10.4,0,64.6
Oxford,2017,10,16.1,9.7,0,17.1
Oxford,2017,11,10.7,3.8,3,48.4
Oxford,2017,12,8.3,2.6,10,74.2
Oxford,2018,1,8.9,3,4,59.1
Oxford,2018,2,6.4,0.3,14,24.1
Oxford,2018,3,9.1,2.5,6,87.4
Oxford,2018,4,14.2,7.5,0,52.8
Oxford,2018,5,19.9,8.6,0,80.8
Oxford,2018,6,22.8,11.6,0,2.5
Oxford,2018,7,27.4,14.2,0,23.2
Oxford,2018,8,23.4,13.2,0,43.2
Oxford,2018,9,20.4,10,0,30.3
Oxford,2018,10,15.6,7.3,2,50.1
Oxford,2018,11,11.7,5.5,2,61.9
Oxford,2018,12,10.2,4.7,3,71.8
Oxford,2019,1,7.2,1,16,28.6
Oxford,2019,2,11.8,2.3,8,36
Oxford,2019,3,12.7,5.1,0,37.7
Oxford,2019,4,15.1,4.3,5,21.7
Oxford,2019,5,18,7.2,0,21.3
Oxford,2019,6,20.4,10.7,0,99.5
Oxford,2019,7,24.5,13.7,0,42.9
Oxford,2019,8,23.9,13.2,0,46.9
Oxford,2019,9,20.6,10.4,0,77.9
Oxford,2019,10,14.5,7.3,0,119.9
Oxford,2019,11,9.6,4.1,3,105.6
Oxford,2019,12,9.4,3.6,5,88.1
Oxford,2020,1,9.6,4.5,3,50
Oxford,2020,2,10.5,3.6,3,94.6
Oxford,2020,3,11.4,3,4,39.9
Oxford,2020,4,17.8,5.4,1,42.9
Oxford,2020,5,20.4,7.6,1,3.5
Oxford,2020,6,21.6,11.6,0,67.1
Oxford,2020,7,22.5,12.7,0,55.2
Oxford,2020,8,23.5,14.5,0,113.7
Oxford,2020,9,20,10.2,0,26.6
Oxford,2020,10,14.2,8.3,0,185.3
Oxford,2020,11,11.9,6,5,35.4
Oxford,2020,12,8,3.1,7,99.4
Oxford,2021,1,6.6,1.3,13,114.6
Oxford,2021,2,8.9,2.6,8,55.2
Oxford,2021,3,11.6,3.9,1,29.5
Oxford,2021,4,12.5,1.6,8,27.1
Oxford,2021,5,15.7,6.6,0,94.5
Oxford,2021,6,21.4,12.2,0,68.4
Oxford,2021,7,23.7,14.2,0,67.7
Oxford,2021,8,21,13,0,34.8
Oxford,2021,9,21.6,12.1,0,43.6
Oxford,2021,10,16.2,9.7,0,92.2
Oxford,2021,11,10.9,4.3,4,18.2
Oxford,2021,12,9.8,4.9,2,67.1
Oxford,2022,1,8.5,1.6,13,19.1
Oxford,2022,2,11.1,4.1,0,58.5
Oxford,2022,3,13,4.1,1,40.3
Oxford,2022,4,15.2,4.8,3,13.8
Oxford,2022,5,19.1,9.7,0,40.2
Oxford,2022,6,21.6,11,0,42.1
Oxford,2022,7,25.7,14,0,5.1
Oxford,2022,8,26.7,14.2,0,4.3
Oxford,2022,9,20.7,11.2,0,42.7
Tiree,1931,1,7.5,3.4,1,140.4
Tiree,1931,2,7.0,2.4,3,117.3
Tiree,1931,3,6.9,2.7,4,36.9
Tiree,1931,4,9.3,4.7,1,58.0
Tiree,1931,5,12.5,7.6,0,87.5
Tiree,1931,6,13.3,9.2,0,99.0
Tiree,1931,7,15.0,10.8,0,91.1
Tiree,1931,8,15.6,10.6,0,26.3
Tiree,1931,9,13.6,9.6,0,58.3
Tiree,1931,10,11.7,7.1,0,99.7
Tiree,1931,11,10.4,6.1,0,167.2
Tiree,1931,12,9.6,5.9,1,87.7
Tiree,1932,1,9.4,5.3,0,143.4
Tiree,1932,2,8.3,3.1,4,6.5
Tiree,1932,3,8.4,2.5,7,67.2
Tiree,1932,4,9.0,3.8,0,86.7
Tiree,1932,5,12.3,7.1,0,30.4
Tiree,1932,6,15.8,10.3,0,48.2
Tiree,1932,7,15.7,11.6,0,110.3
Tiree,1932,8,16.3,11.4,0,88.5
Tiree,1932,9,13.7,9.9,0,92.5
Tiree,1932,10,11.3,6.3,0,130.3
Tiree,1932,11,9.6,5.2,0,127.2
Tiree,1932,12,8.3,4.1,3,111.6
Tiree,1933,1,6.6,2.5,5,107.6
Tiree,1933,2,7.1,3.1,2,90.4
Tiree,1933,3,9.2,4.4,0,66.6
Tiree,1933,4,10.7,5.9,0,80.7
Tiree,1933,5,12.8,7.8,0,60.6
Tiree,1933,6,15.6,10.8,0,53.6
Tiree,1933,7,17.2,12.4,0,113.4
Tiree,1933,8,16.6,11.7,0,154.1
Tiree,1933,9,16.4,10.5,0,34.7
Tiree,1933,10,12.7,8.7,0,150.5
Tiree,1933,11,9.1,4.7,0,91.8
Tiree,1933,12,7.3,3.1,4,64.5
Tiree,1934,1,8.5,4.0,0,117.4
Tiree,1934,2,8.7,5.3,2,17.5
Tiree,1934,3,7.7,2.5,2,64.9
Tiree,1934,4,9.0,4.7,0,85.0
Tiree,1934,5,11.6,6.6,0,72.4
Tiree,1934,6,15.1,9.7,0,88.6
Tiree,1934,7,17.5,12.4,0,84.3
Tiree,1934,8,15.7,11.9,0,112.5
Tiree,1934,9,14.8,10.3,0,203.4
Tiree,1934,10,11.5,7.5,0,142.7
Tiree,1934,11,9.2,4.7,1,42.3
Tiree,1934,12,9.1,6.5,0,129.7
Tiree,1935,1,8.3,3.9,0,73.2
Tiree,1935,2,7.9,3.7,3,103.3
Tiree,1935,3,9.4,4.6,0,56.4
Tiree,1935,4,10.0,4.7,0,79.7
Tiree,1935,5,13.2,6.9,0,25.0
Tiree,1935,6,15.0,9.5,0,53.8
Tiree,1935,7,16.4,11.3,0,55.2
Tiree,1935,8,16.5,12.1,0,128.1
Tiree,1935,9,15.1,10.5,0,129.2
Tiree,1935,10,11.7,7.6,0,184.2
Tiree,1935,11,9.2,5.0,0,179.5
Tiree,1935,12,6.7,2.3,3,95.0
Tiree,1936,1,6.6,2.6,0,78.2
Tiree,1936,2,6.7,1.9,6,62.3
Tiree,1936,3,8.8,4.2,3,64.6
